Employee_ID,Cluster,Job_Family,Age_Bucket,Generation,Gender,Tenure_Bucket,Grade_Bucket,Latest_Rating,No_Of_Promos,Compensation_Ratio_Bucket,Team_Change,Title_Change,Manager_Change,Total_Span,Manager_Age,Manager_Gender,Manager_Generation,Manager_Tenure_Bukcet,Manager_Total_Span,Manager_latest_Rating,Manager_Grade_Bucket,latest_Increment,Career Development,Change Management,Collaboration,Commit,Communication,Enabling Infrastructure,Ethics,Inclusion & Diversity,Leadership,Openness,People Manager,Performance,Respect,Role Clarity,Strategy & Direction,Talent & Staffing,Total Rewards,Values - Audacity,Values - Bias for Action,Values - Customer First,Work-Life Balance,NPS_Score,TSLP Bucket,Employee Status,Emp Stat
128335,CDO&M3,Buying,35-39 Years,Gen Y,M,1-2 Yrs,10--11,ME,1,0.8 - 0.9,0,1,1,0,53,M,Gen X,3-4 Yrs,2,EE,12--13,11,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,< 1Year,Active,Active
108559,CDO&M3,Business Quality,30-34 Years,Gen Y,M,3-4 Yrs,10--11,ME,1,0.6 - 0.7,1,1,2,0,47,M,Gen X,2-3 Yrs,8,EE,12--13,8,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1--2 Years,Active,Active
128776,eKart,Grocery,30-34 Years,Gen Y,M,1-2 Yrs,8--9,EE,1,0.7 - 0.8,1,1,1,0,38,M,Gen Y,2-3 Yrs,9,EE,12--13,15.5,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,< 1Year,Active,Active
128804,CDO&M3,Buying,35-39 Years,Gen Y,M,1-2 Yrs,10--11,EE,1,0.7 - 0.8,0,1,1,0,39,M,Gen Y,Above 5 Yrs,5,ME,12--13,15,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,< 6 Months,Active,Active
111067,Flipkart Group,Fire Safety and Security,30-34 Years,Gen Y,M,2-3 Yrs,8--9,OP,1,0.6 - 0.7,0,1,5,0,40,M,Gen Y,1-2 Yrs,4,ME,10--11,22.5,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,< 6 Months,Active,Active
111069,Flipkart Group,Fire Safety and Security,40-44 Years,Gen X,M,2-3 Yrs,10--11,EE,1,0.6 - 0.7,0,1,3,0,38,M,Gen Y,1-2 Yrs,3,EE,10--11,17,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,< 6 Months,Active,Active
111085,Flipkart Group,Fire Safety and Security,Above 50 Years,Gen X,M,2-3 Yrs,8--9,OP,1,0.6 - 0.7,0,1,3,0,41,M,Gen Y,3-4 Yrs,6,ME,8--9,22.5,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,< 6 Months,Active,Active
109259,eKart,City logistics,25-29 Years,Gen Y,M,2-3 Yrs,10--11,EE,0,0.9 - 1,4,1,5,0,34,M,Gen Y,2-3 Yrs,3,ME,12--13,12,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,3--4 Years,Active,Active
121141,UAR,UI Engineering,25-29 Years,Gen Y,M,2-3 Yrs,8--9,ME,1,0.8 - 0.9,2,1,0,0,36,M,Gen Y,Above 5 Yrs,10,EE,12--13,19,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1--2 Years,Active,Active
111431,CDO&M3,Business Quality,35-39 Years,Gen Y,M,2-3 Yrs,10--11,ME,1,0.6 - 0.7,0,1,0,0,45,M,Gen X,3-4 Yrs,6,ME,12--13,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1--2 Years,Active,Active
129410,Flipkart Group,Ethics & Compliance,25-29 Years,Gen Y,M,1-2 Yrs,8--9,ME,1,0.1 - 0.6,0,1,3,0,36,M,Gen Y,Above 5 Yrs,14,EE,14--15,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,< 1Year,Active,Active
125161,CDO&M3,Business Quality,25-29 Years,Gen Y,M,2-3 Yrs,10--11,ME,1,0.7 - 0.8,0,1,0,0,41,M,Gen Y,2-3 Yrs,7,ME,12--13,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,< 1Year,Active,Active
134183,eKart,City logistics,35-39 Years,Gen Y,M,1-2 Yrs,8--9,ME,1,0.6 - 0.7,1,1,0,0,36,M,Gen Y,Above 5 Yrs,3,EE,12--13,21,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,< 1Year,Active,Active
129155,CDO&M3,Marketing,30-34 Years,Gen Y,F,1-2 Yrs,10--11,ME,0,0.8 - 0.9,4,1,5,0,37,M,Gen Y,Above 5 Yrs,8,ME,12--13,7,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2--3 Years,Active,Active
135156,CDO&M3,Buying,25-29 Years,Gen Y,M,1-2 Yrs,10--11,OP,0,1+,0,1,1,0,31,M,Gen Y,Above 5 Yrs,6,EE,12--13,9.5,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1--2 Years,Active,Active
117069,SSE,Software Development Engineering,25-29 Years,Gen Y,M,2-3 Yrs,8--9,ME,1,0.8 - 0.9,2,1,0,0,34,M,Gen Y,Above 5 Yrs,18,EE,12--13,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1--2 Years,Active,Active
110007,Flipkart Wholesale,Software Development Engineering,20-24 Years,Gen Z,M,2-3 Yrs,8--9,ME,1,0.8 - 0.9,3,1,2,0,37,M,Gen Y,Above 5 Yrs,16,OP,14--15,17,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1--2 Years,Active,Active
118754,SSE,Software Development Engineering,20-24 Years,Gen Z,F,2-3 Yrs,8--9,ME,1,0.8 - 0.9,0,1,3,0,40,M,Gen Y,1-2 Yrs,19,ME,12--13,20,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,< 1Year,Active,Active
129515,Flipkart Group,Ethics & Compliance,30-34 Years,Gen Y,F,1-2 Yrs,8--9,EE,1,0.1 - 0.6,0,1,3,0,39,M,Gen Y,1-2 Yrs,2,EE,12--13,19,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,< 6 Months,Active,Active
121485,Flipkart Corp,Analytics,25-29 Years,Gen Y,M,2-3 Yrs,10--11,EE,1,0.1 - 0.6,0,1,2,0,35,M,Gen Y,Above 5 Yrs,8,EE,12--13,20,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,< 6 Months,Active,Active
122403,FSG,Software Development Engineering,25-29 Years,Gen Y,M,2-3 Yrs,8--9,ME,1,0.8 - 0.9,2,1,0,0,41,M,Gen Y,2-3 Yrs,23,ME,12--13,17,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,< 1Year,Active,Active
122493,HR,eKart COE,40-44 Years,Gen X,F,Above 5 Yrs,10--11,ME,0,0.1 - 0.6,2,1,2,0,47,M,Gen X,2-3 Yrs,8,ME,14--15,9,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2--3 Years,Active,Active
134405,UAR,Software Development Engineering,20-24 Years,Gen Z,M,1-2 Yrs,8--9,EE,1,0.7 - 0.8,3,1,2,0,39,M,Gen Y,2-3 Yrs,21,ME,12--13,29,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,< 6 Months,Active,Active
128122,eKart,Design - Process Design,30-34 Years,Gen Y,F,2-3 Yrs,10--11,ME,0,0.8 - 0.9,1,1,5,0,44,M,Gen X,Above 5 Yrs,7,EE,14--15,8,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2--3 Years,Active,Active
138449,CDO&M3,Business Development,35-39 Years,Gen Y,M,1-2 Yrs,10--11,ME,0,0.6 - 0.7,1,1,2,0,34,M,Gen Y,3-4 Yrs,4,EE,10--11,9,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1--2 Years,Active,Active
128377,eKart,Quality - eKart,30-34 Years,Gen Y,M,1-2 Yrs,10--11,EE,1,0.6 - 0.7,1,1,1,0,35,M,Gen Y,Above 5 Yrs,4,EE,12--13,16,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,< 6 Months,Active,Active
128441,SSE,Software Development Engineering,25-29 Years,Gen Z,M,2-3 Yrs,8--9,ME,1,0.8 - 0.9,1,1,2,0,32,M,Gen Y,1-2 Yrs,19,ME,12--13,23,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,< 1Year,Active,Active
128466,FPG,Risk Management & Assurance,30-34 Years,Gen Y,M,2-3 Yrs,12--13,EE,1,0.9 - 1,2,1,0,0,38,M,Gen Y,2-3 Yrs,5,EE,14--15,12,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,< 1Year,Active,Active
128710,Flipkart Corp,Business Finance,25-29 Years,Gen Y,M,1-2 Yrs,10--11,ME,1,0.6 - 0.7,0,1,2,0,30,M,Gen Y,Above 5 Yrs,2,EE,12--13,9,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1--2 Years,Active,Active
138999,CDO&M3,Buying,25-29 Years,Gen Y,M,1-2 Yrs,10--11,ME,0,0.8 - 0.9,0,1,2,0,33,M,Gen Y,1-2 Yrs,3,ME,12--13,7.7,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1--2 Years,Active,Active
128711,CDO&M3,Business Quality,30-34 Years,Gen Y,M,1-2 Yrs,8--9,EE,0,1+,1,1,1,0,45,M,Gen X,3-4 Yrs,6,ME,12--13,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2--3 Years,Active,Active
128716,CDO&M3,Planning,25-29 Years,Gen Y,M,1-2 Yrs,8--9,ME,0,0.6 - 0.7,0,1,2,0,29,M,Gen Y,1-2 Yrs,16,OP,10--11,11.5,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2--3 Years,Active,Active
128973,CFP,Network Engineering,30-34 Years,Gen Y,M,1-2 Yrs,8--9,ME,1,0.6 - 0.7,0,1,1,0,34,M,Gen Y,Above 5 Yrs,4,EE,10--11,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,< 1Year,Active,Active
136532,CDO&M3,Sell,30-34 Years,Gen Y,F,1-2 Yrs,10--11,EE,0,0.9 - 1,0,1,1,0,31,M,Gen Y,2-3 Yrs,4,OP,12--13,8,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1--2 Years,Active,Active
140575,Flipkart Corp,Business Finance,25-29 Years,Gen Z,F,1-2 Yrs,10--11,ME,1,0.6 - 0.7,0,1,0,0,33,M,Gen Y,Above 5 Yrs,2,OP,12--13,15,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,< 6 Months,Active,Active
111600,eKart,Lean,30-34 Years,Gen Y,M,2-3 Yrs,10--11,EE,1,0.6 - 0.7,0,1,0,0,35,M,Gen Y,Above 5 Yrs,5,ME,12--13,17,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,< 6 Months,Active,Active
140974,CDO&M3,Buying,30-34 Years,Gen Y,M,6 Months - 1 Yr,10--11,ME,0,0.8 - 0.9,0,1,1,0,35,M,Gen Y,Above 5 Yrs,3,EE,12--13,7,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1--2 Years,Active,Active
141266,CDO&M3,Buying,30-34 Years,Gen Y,M,6 Months - 1 Yr,10--11,ME,0,0.6 - 0.7,0,1,1,0,32,M,Gen Y,Above 5 Yrs,2,OP,12--13,8,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1--2 Years,Active,Active
141506,CDO&M3,Buying,25-29 Years,Gen Y,F,6 Months - 1 Yr,10--11,EE,0,0.8 - 0.9,0,1,0,0,32,M,Gen Y,3-4 Yrs,5,EE,10--11,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1--2 Years,Active,Active
113089,eKart,Lean,30-34 Years,Gen Y,M,2-3 Yrs,10--11,EE,1,0.7 - 0.8,0,1,0,0,36,M,Gen Y,3-4 Yrs,7,EE,12--13,11,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1--2 Years,Active,Active
134574,CDO&M3,Buying,30-34 Years,Gen Y,F,1-2 Yrs,10--11,ME,0,0.8 - 0.9,0,1,1,0,33,M,Gen Y,3-4 Yrs,3,EE,12--13,7.8,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2--3 Years,Active,Active
143445,CDO&M3,Buying,30-34 Years,Gen Y,M,6 Months - 1 Yr,10--11,ME,0,0.8 - 0.9,0,1,0,0,32,M,Gen Y,Above 5 Yrs,2,OP,12--13,7,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,< 1Year,Active,Active
138095,CDO&M3,Sell,30-34 Years,Gen Y,M,1-2 Yrs,10--11,EE,0,0.8 - 0.9,2,1,1,0,33,M,Gen Y,Above 5 Yrs,10,ME,10--11,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1--2 Years,Active,Active
114723,FPG,Software Development Engineering,30-34 Years,Gen Y,M,2-3 Yrs,10--11,EE,1,0.7 - 0.8,1,1,4,0,37,M,Gen Y,6 Months - 1 Yr,15,ME,12--13,17,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,< 6 Months,Active,Active
114841,SXP,Software Development Engineering,25-29 Years,Gen Y,M,2-3 Yrs,8--9,EE,1,0.7 - 0.8,2,1,2,0,39,M,Gen Y,2-3 Yrs,22,EE,12--13,31.5,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,< 6 Months,Active,Active
136528,CDO&M3,Buying,30-34 Years,Gen Y,M,1-2 Yrs,10--11,ME,0,0.8 - 0.9,2,1,1,0,30,M,Gen Y,3-4 Yrs,1,ME,12--13,8,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1--2 Years,Active,Active
139707,Flipkart Wholesale,Software Development Engineering,25-29 Years,Gen Y,M,1-2 Yrs,8--9,EE,0,0.8 - 0.9,1,1,2,0,37,M,Gen Y,Above 5 Yrs,16,OP,14--15,35,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1--2 Years,Active,Active
137301,Flipkart Group,Treasury and Insurance,25-29 Years,Gen Y,M,1-2 Yrs,10--11,EE,1,0.6 - 0.7,0,1,0,0,34,M,Gen Y,4-5 Yrs,7,EE,12--13,17,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,< 6 Months,Active,Active
530283,CDO&M3,Sell,35-39 Years,Gen Y,M,2-3 Yrs,10--11,EE,0,0.6 - 0.7,0,1,2,0,30,M,Gen Y,3-4 Yrs,5,OP,12--13,12,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2--3 Years,Active,Active
138500,Flipkart Corp,Analytics,25-29 Years,Gen Y,M,1-2 Yrs,8--9,ME,0,0.6 - 0.7,0,1,1,0,30,M,Gen Y,3-4 Yrs,6,OP,12--13,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1--2 Years,Active,Active
139943,Flipkart Group,Ethics & Compliance,40-44 Years,Gen X,F,1-2 Yrs,12--13,EE,1,0.7 - 0.8,0,1,0,0,39,M,Gen Y,1-2 Yrs,1,OP,14--15,15,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,< 6 Months,Active,Active
140834,CDO&M3,Business Development - Growth,25-29 Years,Gen Y,M,6 Months - 1 Yr,10--11,ME,0,0.9 - 1,0,1,3,0,30,M,Gen Y,2-3 Yrs,5,EE,12--13,7,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1--2 Years,Active,Active
142576,CDO&M3,Buying,25-29 Years,Gen Y,M,6 Months - 1 Yr,10--11,ME,0,0.7 - 0.8,1,1,0,0,34,M,Gen Y,Above 5 Yrs,4,ME,12--13,9,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,< 1Year,Active,Active
142197,CDO&M3,Buying,25-29 Years,Gen Y,M,6 Months - 1 Yr,10--11,ME,0,0.7 - 0.8,0,1,2,0,34,M,Gen Y,3-4 Yrs,8,EE,12--13,9,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,< 1Year,Active,Active
142201,CDO&M3,Sell,30-34 Years,Gen Y,F,6 Months - 1 Yr,10--11,ME,0,0.6 - 0.7,1,1,1,0,30,M,Gen Y,3-4 Yrs,4,ME,12--13,9,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,< 1Year,Active,Active
145281,CDO&M3,Buying,25-29 Years,Gen Y,F,6 Months - 1 Yr,10--11,ME,0,0.8 - 0.9,0,1,1,0,30,M,Gen Y,2-3 Yrs,2,OP,12--13,7,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,< 1Year,Active,Active
79294,IT,Program Manager - IT,35-39 Years,Gen Y,F,4-5 Yrs,8--9,EE,1,0.9 - 1,1,1,0,0,40,M,Gen Y,Above 5 Yrs,5,ME,12--13,8,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1--2 Years,Active,Active
79594,FSG,Product Management,25-29 Years,Gen Y,M,1-2 Yrs,10--11,EE,3,0.7 - 0.8,1,1,0,0,40,M,Gen Y,Above 5 Yrs,7,ME,14--15,17,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,< 6 Months,Active,Active
500910,CDO&M3,Buying,30-34 Years,Gen Y,M,1-2 Yrs,8--9,ME,0,0.6 - 0.7,0,1,1,0,35,M,Gen Y,1-2 Yrs,5,EE,12--13,44,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1--2 Years,Active,Active
80766,eKart,City logistics,35-39 Years,Gen Y,M,Above 5 Yrs,8--9,ME,0,0.6 - 0.7,4,1,2,0,31,M,Gen Y,2-3 Yrs,9,EE,12--13,13,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,5 Years+,Active,Active
122352,CX,Workforce Management,35-39 Years,Gen Y,M,2-3 Yrs,8--9,EE,1,0.6 - 0.7,0,1,0,0,37,M,Gen Y,Above 5 Yrs,8,ME,10--11,28,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,< 6 Months,Active,Active
202179,eKart,Projects - F & I - eKart,45-49 Years,Gen X,M,Above 5 Yrs,8--9,ME,1,0.8 - 0.9,4,1,2,0,47,M,Gen X,3-4 Yrs,4,ME,10--11,7.8,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2--3 Years,Active,Active
125127,Flipkart Wholesale,Design - Supply Chain Network,25-29 Years,Gen Y,M,2-3 Yrs,10--11,EE,0,0.8 - 0.9,4,1,3,0,33,M,Gen Y,Above 5 Yrs,3,EE,12--13,9.5,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2--3 Years,Active,Active
128450,FPG,Risk Management & Assurance,30-34 Years,Gen Y,M,2-3 Yrs,12--13,OP,1,0.9 - 1,2,1,0,0,38,M,Gen Y,2-3 Yrs,5,EE,14--15,18,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,< 6 Months,Active,Active
128550,SXP,Software Development Engineering,25-29 Years,Gen Y,M,1-2 Yrs,8--9,ME,1,0.8 - 0.9,1,1,2,0,44,M,Gen X,Above 5 Yrs,16,ME,12--13,9.5,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,< 1Year,Active,Active
530254,CDO&M3,Buying,35-39 Years,Gen Y,M,2-3 Yrs,8--9,ME,0,0.7 - 0.8,0,1,3,0,35,M,Gen Y,2-3 Yrs,1,ME,10--11,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2--3 Years,Active,Active
128707,Flipkart Group,Ethics & Compliance,25-29 Years,Gen Y,M,1-2 Yrs,10--11,ME,1,0.1 - 0.6,0,1,0,0,36,M,Gen Y,3-4 Yrs,5,EE,12--13,17,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,< 1Year,Active,Active
129099,eKart,Design - Process Design,25-29 Years,Gen Y,M,1-2 Yrs,10--11,ME,0,0.8 - 0.9,4,1,4,0,40,M,Gen Y,2-3 Yrs,9,ME,14--15,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2--3 Years,Active,Active
129146,eKart,Design - Process Design,25-29 Years,Gen Y,M,1-2 Yrs,10--11,EE,0,0.8 - 0.9,3,1,6,0,35,M,Gen Y,1-2 Yrs,4,EE,12--13,10.5,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2--3 Years,Active,Active
129504,FSG,Software Development Engineering,20-24 Years,Gen Z,M,1-2 Yrs,8--9,EE,1,0.7 - 0.8,1,1,2,0,41,M,Gen Y,2-3 Yrs,23,ME,12--13,29,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,< 6 Months,Active,Active
78487,IT,IT Business Analyst,40-44 Years,Gen Y,M,Above 5 Yrs,10--11,ME,1,0.9 - 1,3,1,2,0,43,M,Gen X,Above 5 Yrs,8,ME,14--15,6,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4--5 Years,Active,Active
79680,SXP,Software Development Engineering,30-34 Years,Gen Y,M,Above 5 Yrs,8--9,EE,1,0.9 - 1,5,1,6,0,31,M,Gen Y,Above 5 Yrs,14,ME,12--13,13,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,3--4 Years,Active,Active
90858,CFP,Data Engineering,30-34 Years,Gen Y,F,3-4 Yrs,8--9,ME,1,0.8 - 0.9,0,1,3,0,39,M,Gen Y,1-2 Yrs,13,ME,12--13,7.8,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1--2 Years,Active,Active
929882,Flipkart Group,Ethics & Compliance,40-44 Years,Gen X,M,Above 5 Yrs,12--13,ME,1,0.1 - 0.6,0,1,1,0,39,M,Gen Y,1-2 Yrs,2,EE,12--13,18,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,< 6 Months,Active,Active
134570,SSE,UI Engineering,25-29 Years,Gen Y,F,1-2 Yrs,8--9,ME,1,0.7 - 0.8,1,1,0,0,33,M,Gen Y,Above 5 Yrs,11,EE,12--13,24,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1--2 Years,Active,Active
81531,IT,Program Manager - IT,35-39 Years,Gen Y,M,4-5 Yrs,8--9,ME,1,0.9 - 1,1,1,0,0,40,M,Gen Y,Above 5 Yrs,5,ME,12--13,7,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1--2 Years,Active,Active
83046,eKart,Lean,35-39 Years,Gen Y,M,Above 5 Yrs,10--11,ME,1,0.6 - 0.7,1,1,2,0,35,M,Gen Y,Above 5 Yrs,5,ME,12--13,7,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1--2 Years,Active,Active
88145,Flipkart Group,Legal,45-49 Years,Gen X,M,Above 5 Yrs,12--13,ME,1,0.9 - 1,0,1,5,0,48,M,Gen X,1-2 Yrs,4,EE,14--15,6.5,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4--5 Years,Active,Active
99675,Flipkart Corp,Risk Management & Assurance,30-34 Years,Gen Y,M,4-5 Yrs,10--11,EE,1,0.7 - 0.8,1,1,2,0,41,M,Gen Y,3-4 Yrs,4,ME,14--15,9.5,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,3--4 Years,Active,Active
500639,Flipkart Corp,Planning,30-34 Years,Gen Y,M,2-3 Yrs,8--9,ME,1,0.7 - 0.8,1,1,4,0,32,M,Gen Y,2-3 Yrs,6,OP,12--13,9,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1--2 Years,Active,Active
76816,CX,CX Design,35-39 Years,Gen Y,F,2-3 Yrs,8--9,EE,1,0.7 - 0.8,0,1,3,0,29,M,Gen Y,1-2 Yrs,3,EE,10--11,17,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,< 6 Months,Active,Active
78267,CFP,Staff Engineer,Above 50 Years,Gen X,M,Above 5 Yrs,12--13,ME,1,1+,4,1,3,0,42,M,Gen X,Above 5 Yrs,10,ME,14--15,7,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1--2 Years,Active,Active
103079,Flipkart Group,Accounting,30-34 Years,Gen Y,M,4-5 Yrs,8--9,ME,2,0.7 - 0.8,1,2,2,0,35,M,Gen Y,1-2 Yrs,6,ME,12--13,9.5,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,< 1Year,Active,Active
103342,Flipkart Group,Ethics & Compliance,30-34 Years,Gen Y,M,3-4 Yrs,12--13,OP,1,0.1 - 0.6,0,2,3,0,38,M,Gen Y,1-2 Yrs,9,EE,12--13,26,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,< 6 Months,Active,Active
104023,Flipkart Wholesale,Software Development Engineering,25-29 Years,Gen Y,M,3-4 Yrs,10--11,EE,2,0.8 - 0.9,3,2,3,0,35,M,Gen Y,6 Months - 1 Yr,6,ME,12--13,12,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1--2 Years,Active,Active
103028,CDO&M3,Business Development,30-34 Years,Gen Y,F,4-5 Yrs,10--11,ME,2,0.6 - 0.7,2,4,3,0,33,M,Gen Y,Above 5 Yrs,8,EE,12--13,9,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1--2 Years,Active,Active
1040,Flipkart Group,Accounting,35-39 Years,Gen Y,M,Above 5 Yrs,10--11,EE,3,0.7 - 0.8,1,3,4,0,33,M,Gen Y,Above 5 Yrs,67,EE,12--13,17,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,< 6 Months,Active,Active
104367,eKart,City logistics,30-34 Years,Gen Y,M,3-4 Yrs,8--9,EE,2,0.1 - 0.6,1,3,1,0,36,M,Gen Y,3-4 Yrs,16,ME,12--13,27,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,< 6 Months,Active,Active
